Россия|д. Барнаул|пр. Ангарский|12|97|248
Украина|ст. Нурлат|алл. Угловая|17|114|248
Белорусь|ст. Новый Оскол|алл. Хвойная|5|165|249
Белорусь|к. Ступино|бул. Рязанский|8|169|249
Россия|с. Суздаль|бул. Курортный|18|60|250
Украина|ст. Нурлат|алл. Бригадная|4|147|250
Украина|г. Внуково (метеост.)|алл. Пожарского|13|190|251
Белорусь|ст. Астрахань|пр. Коммунальный|14|180|251
Белорусь|ст. Кулунда|бул. О.Кошевого|5|21|251
Белорусь|к. Жуковский|пр. Беляева|17|121|252
Белорусь|д. Жуковский|наб. Омская|15|140|252
Белорусь|клх Змеиногорск|наб. Советская|6|125|253
Украина|п. Чулым|ул. Гафури|8|90|253
Россия|д. Троицко-Печорск|ул. Сиреневая|2|44|254
Белорусь|к. Астрахань|наб. Кочубея|7|52|255
Украина|п. Архангельск|пр. Таежный|14|125|255
Белорусь|ст. Фатеж|пер. Краснознаменный|15|14|255
Украина|к. Тулпан|алл. Сурикова|14|47|256
Россия|клх Орехово-Зуево|наб. Л.Толстого|2|158|256
Украина|д. Нижний Тагил|ул. Шмидта|6|194|257
Россия|клх Воткинск|ш. Прохладное|1|73|258
Украина|ст. Усолье Сибирское|алл. Ярославская|15|168|258
Россия|к. Слюдянка|алл. Тепличная|8|127|259
Украина|п. Усть-Кулом|ш. Микрорайон|9|121|260
Украина|ст. Анива|пр. Южный|8|91|260
Россия|с. Магадан|наб. Димитрова|8|165|260
Украина|ст. Валдай|ш. Геологическое|9|146|261
Украина|к. Черусти|наб. Осенняя|8|154|262
Белорусь|к. Кедровый|алл. Вахитова|1|92|262
Россия|д. Губаха|пр. Калинина|10|104|262
Белорусь|ст. Байкальск|пр. Сахалинский|2|126|263
Украина|г. Красногорск (Моск.)|бул. Герцена|2|149|263
Белорусь|д. Абакан|ш. Зои Космодемьянской|4|153|264
Белорусь|к. Калач|наб. Белорусская|12|52|264
Украина|к. Кетченеры|бул. Ворошилова|2|73|265
Россия|клх Ясный (Оренб.)|алл. Харьковская|3|136|265
Россия|клх Игнашино|ш. Овражное|10|43|265
Белорусь|к. Бийск|алл. Бабушкина|16|138|266
Белорусь|клх Усмань|алл. К.Маркса|10|175|266
Украина|клх Качканар|алл. Максима Горького|1|53|267
Украина|клх Магадан|ш. Ангарское|15|156|268
Белорусь|клх Певек|пер. Высокий|18|62|269
Украина|д. Октябрьский (Башк.)|ул. Маркса Карла|13|125|270
Белорусь|п. Губкин|алл. Тенистая|11|29|270
Украина|г. Чермоз|ул. Фабричная|19|150|270
Белорусь|п. Александров Гай|ш. Кооперативное|9|152|271
Россия|с. Эльбрус|наб. Родниковая|7|193|271
Россия|д. Южно-Сахалинск|ш. Николаева|1|32|271
Белорусь|к. Вологда|ул. Омская|19|121|272
Россия|к. Калевала|пр. Омский|4|78|272
Украина|к. Пушкин|пр. Тамбовский|13|127|273
Украина|ст. Завьялиха|пер. Коммунистический|3|16|274
Белорусь|к. Малоярославец|бул. Карьерный|1|87|274
Белорусь|г. Курчатов|пр. Белорусский|16|152|274
Белорусь|с. Королев|алл. 60 лет СССР|10|93|275
Россия|с. Северо-Курильск|пр. Санаторный|19|160|275
Белорусь|к. Шенкурск|ул. Суворова|10|129|275
Россия|ст. Шали|ул. Свердлова|16|116|276
Белорусь|клх Лазаревское|ш. Луначарского|10|171|276
Россия|с. Красноуральск|ш. Маркса|9|178|277
Россия|п. Алдан|бул. Красноармейский|1|125|278
Украина|к. Хасан|ш. Титова|6|137|279
Россия|клх Чулым|пр. Тельмана|15|117|279
Украина|к. Юрьевец (Иван.)|бул. Покровский|11|61|279
Украина|к. Клин|ул. Ручейная|2|165|280
Белорусь|к. Кинешма|алл. Дачная|3|48|280
Белорусь|п. Ямбург|пер. Фабричный|3|73|280
Россия|г. Новокузнецк|ул. Парижской Коммуны|12|128|281
Белорусь|п. Касимов|бул. Красный|19|132|281
Россия|ст. Карталы|алл. Островского|5|157|282
Россия|к. Камышин|бул. К.Маркса|19|89|282
Белорусь|г. Аша|ул. Угольная|15|134|282
Белорусь|д. Соболево|ш. Коллективное|8|151|283
Украина|клх Березники|алл. Воровского|17|175|283
Россия|п. Амдерма|наб. Короленко|18|19|283
Россия|с. Баргузин|бул. Овражный|13|107|284
Белорусь|д. Черняховск|ул. Советов|10|106|284
Россия|к. Абинск|пер. Юности|2|166|284
Украина|г. Торжок|пр. Шишкина|3|136|285
Украина|д. Нальчик|алл. Свободная|8|129|285
Россия|ст. Кош-Агач|пр. Рязанский|16|54|285
Украина|г. Павловский Посад|ш. Цветочное|1|142|286
Россия|п. Сальск|алл. Шмидта|17|54|287
Украина|с. Каневская|наб. Весенняя|10|114|287
Белорусь|г. Волхов|пр. Куйбышева|8|1|288
Украина|ст. Уссурийск|пер. Коммунаров|18|127|288
Россия|д. Агата|ш. Ленинградское|3|73|288
Россия|д. Моршанск|алл. Минина|17|167|289
Белорусь|клх Новая Игирма|ул. Производственная|10|90|290
Белорусь|г. Сорочинск|ш. Дорожное|16|198|291
Белорусь|клх Балашиха|пр. Подстанция|4|172|291
Украина|ст. Кырен|ш. Шахтерское|6|194|291
Белорусь|ст. Калуга|пр. Фестивальный|2|70|292
Россия|клх Благовещенск (Амур.)|алл. Портовая|2|107|293
Белорусь|клх Кедровый|наб. Черемушки|12|119|293
Белорусь|г. Белорецк|ул. Спартака|16|123|294
Украина|п. Арзамас|ш. Ушакова|3|153|295
Белорусь|клх Малая Вишера|наб. Цветочная|18|78|296
Россия|п. Советский|алл. Маркса|16|190|296
Россия|клх Краснодар|алл. Астраханская|8|124|297
Россия|клх Дербент|пер. Гончарова|12|105|297
Белорусь|г. Соликамск|ш. 8-е Марта|4|171|297
Украина|д. Александров|ул. Строительная|1|113|298
Россия|г. Переславль-Залесский|ул. Буденного|10|110|299
Белорусь|ст. Кингисепп|пер. Высоцкого|9|196|300
Украина|с. Ребриха|пр. Индустриальный|2|184|301
Украина|г. Сарапул|наб. Крылова|10|98|301
Белорусь|клх Внуково (метеост.)|алл. Верхняя|15|51|301
Россия|п. Качканар|алл. З.Космодемьянской|6|121|302
Белорусь|клх Каменномостский|пр. Крайний|7|85|303
Россия|г. Тында|ул. Озерная|9|100|304
Украина|клх Кетченеры|алл. Совхозная|17|105|305
Украина|п. Елабуга|ш. Советское|11|51|306
Россия|д. Партизанск|алл. Краснопартизанская|17|147|306
Украина|г. Шереметьево|ш. Заводское|19|137|307
Украина|п. Каменск-Шахтинский|алл. Запрудная|16|44|307
Украина|ст. Павловская|алл. Горняцкая|1|158|307
Россия|к. Елец|ш. Щербакова|12|19|308
Россия|к. Снежинск|наб. М.Горького|17|24|309
Россия|д. Минусинск|пр. Озерный|4|13|309
Белорусь|п. Октябрьское (Хант.)|алл. Абрикосовая|2|188|310
Белорусь|д. Карачаевск|бул. Звездный|9|116|310
Россия|д. Углегорск|ул. Волжская|3|184|310
Россия|ст. Вологда|пер. Блюхера|2|141|311
Украина|к. Каргополь|бул. Озерный|13|89|311
Украина|с. Заводоуковск|бул. Советской Армии|6|82|311
Россия|ст. Ардон|ш. Ильича|9|187|312
Россия|ст. Адыгейск|бул. Песчаный|3|92|312
Белорусь|г. Обоянь|наб. Депутатская|19|192|312
Украина|д. Тында|ул. Войкова|8|98|313
Белорусь|п. Нефтеюганск|ш. Славянское|8|37|313
Белорусь|п. Великий Устюг|наб. Леваневского|13|73|314
Украина|п. Агинское (Забайк.)|пер. Речной|11|121|315
Россия|ст. Темрюк|ул. Карьерная|16|57|315
Россия|клх Чебаркуль|алл. Сплавная|16|129|316
Россия|п. Октябрьское (Хант.)|алл. Водников|3|48|317
Россия|к. Плесецк|ул. 60 лет СССР|9|166|317
Белорусь|д. Эльбрус|ул. Полевая|7|155|317
Украина|к. Усмань|бул. Пушкинский|4|130|318
Россия|п. Тымовское|ул. Северная|15|161|318
Белорусь|к. Озеры|ш. Профсоюзное|7|161|319
Украина|д. Ессентуки|бул. Воронежский|9|102|320
Белорусь|с. Можайск|бул. Нагорный|3|13|321
Россия|с. Сергиев Посад|ул. Макаренко|19|82|322
Украина|с. Соловки|алл. Светлая|3|59|322
Россия|д. Рыльск|наб. Свободная|9|157|323
Украина|г. Дно|алл. Пролетарская|5|63|323
Украина|с. Буйнакск|пр. Правды|2|169|323
Белорусь|г. Ахтубинск|пр. 60 лет СССР|16|195|324
Белорусь|к. Апрелевка|пер. Коммунальный|9|5|324
Украина|ст. Асино|бул. Ручейный|14|8|325
Украина|ст. Токсово|пер. Огородный|12|133|326
Россия|п. Орел|бул. Новостройка|1|153|327
Белорусь|ст. Касимов|алл. Заводская|10|67|327
Россия|ст. Мезень|пр. Заводской|6|74|328
Украина|клх Шамары|наб. Коминтерна|11|88|328
Россия|ст. Хасавюрт|пер. Инженерный|4|173|329
Белорусь|клх Ербогачен|пер. Революционный|10|52|329
Россия|ст. Гагарин|пр. Ульянова|14|129|330
Белорусь|к. Ирбит|ш. Крымское|4|134|330
Украина|д. Нальчик|ул. Декабристов|15|194|331
Россия|д. Усть-Илимск|наб. Песочная|13|27|332
Россия|ст. Вологда|ш. Есенина|8|15|333
Белорусь|к. Петропавловск-Камчатский|ш. Гражданское|3|67|333
Россия|г. Пушкинские Горы|пр. Достоевского|10|55|334
Россия|клх Тула|бул. Новгородский|17|117|334
Россия|г. Тверь|ул. Осипенко|10|57|334
Белорусь|п. Мирный|пр. Ермака|11|153|335
Белорусь|клх Переславль-Залесский|бул. Чайкиной|18|105|335
Украина|к. Солнечногорск|ш. Терешковой|16|90|336
Украина|г. Североморск|пер. Разина|7|78|336
Украина|с. Шенкурск|пр. Флотский|15|125|336
Белорусь|ст. Середниково|пр. Строительный|8|45|337
Белорусь|клх Шатки|пер. Энгельса|19|98|337
Россия|с. Элиста|пр. Березовый|1|7|337
Россия|д. Лазаревское|бул. Молодежный|14|3|338
Россия|клх Теберда|алл. Песочная|10|17|339
Украина|п. Внуково (метеост.)|пер. Новостройка|5|53|340
Украина|к. Переславль-Залесский|ш. Виноградное|15|91|340
Россия|клх Апшеронск|бул. Торговый|15|38|340
Белорусь|г. Неплюевка|бул. Кузнечный|11|149|341
Белорусь|г. Ямбург|ул. Прудная|5|67|342
Белорусь|с. Котлас|алл. Фрунзе|15|187|342
Россия|ст. Красноярск|наб. Кузнецкая|6|195|342
Украина|с. Белокуриха|ш. Уральское|4|3|343
Украина|клх Ухта|наб. Васильковая|11|83|344
Россия|ст. Ульяновск|пер. Льва Толстого|6|105|344
Украина|ст. Краснотурьинск|алл. Саратовская|2|106|345
Россия|п. Кингисепп|пр. Пограничный|6|151|346
Россия|п. Обоянь|алл. Черноморская|9|116|346
Россия|ст. Луховицы|наб. Троицкая|11|84|346
Украина|клх Магадан|наб. Ленинская|12|112|347
Украина|п. Тверь|алл. Коммунаров|11|75|348
Белорусь|д. Буйнакск|ул. Лунная|4|56|348
Украина|клх Беслан|ул. Леваневского|16|74|348
Россия|ст. Красновишерск|бул. Линейный|7|13|349
Украина|ст. Оймякон|ул. Звездная|11|98|349
Белорусь|клх Гатчина|ш. Камское|17|195|349
Россия|г. Саров (Морд.)|ш. Заливное|19|110|350
Украина|п. Мытищи|ул. Родниковая|7|166|351
Россия|клх Ахтубинск|пер. Плеханова|7|152|351
Украина|с. Курган|ш. Строителей|16|88|351
Украина|к. Витим|пер. Смоленский|14|12|352
Украина|ст. Сусуман|бул. Тракторный|2|186|352
Белорусь|г. Сосновый Бор|ул. Монтажников|2|99|352
Россия|клх Тихорецк|пр. Угловой|1|26|353
Украина|г. Кулунда|ул. Черемушки|10|124|353
Белорусь|ст. Кинешма|ул. Коминтерна|12|169|353
Украина|клх Щелково|алл. Макарова|11|129|354
Украина|к. Усть-Камчатск|пр. Транспортный|9|185|354
Россия|г. Йошкар-Ола|алл. Новгородская|14|86|354
Белорусь|г. Егорьевск|наб. 9 Января|14|186|355
Россия|с. Шумиха|наб. Союзная|8|130|355
Украина|к. Челябинск|пр. Краснознаменный|5|160|355
Украина|ст. Каргасок|бул. Степана Разина|4|14|356
Украина|п. Нефтекамск|бул. Мельничный|3|106|357
Белорусь|к. Долинск|пр. Партизанский|2|140|357
Украина|к. Ардон|пер. Владимирский|11|86|358
Россия|клх Белый Яр (Томск.)|пер. Путевой|4|116|358
Украина|клх Терней|алл. Троицкая|4|59|359
Украина|с. Оренбург|пер. Волжский|17|171|359
Белорусь|п. Игарка|наб. Фадеева|13|149|360
Белорусь|д. Пушкинские Горы|ш. Прудное|17|88|361
Белорусь|д. Оленек|наб. Линейная|18|68|361
Россия|к. Улан-Удэ|бул. Тенистый|18|5|361
Белорусь|к. Неплюевка|ул. Партизанская|18|70|362
Украина|с. Приозерск|ул. Мельничная|10|19|362
Белорусь|п. Мостовской|пр. Циолковского|14|141|362
Украина|к. Черняховск|пр. Троицкий|4|36|363
Россия|п. Невьянск|ш. Депутатское|18|56|364
Белорусь|клх Тюмень|ул. Майская|6|111|365
Белорусь|к. Смирных|бул. Харьковский|2|191|365
Украина|г. Новгород Великий|пр. Сплавный|19|50|366
Украина|к. Яхрома|наб. Авиационная|9|67|366
Россия|д. Магнитогорск|наб. Мостовая|17|50|367
Украина|ст. Егорьевск|алл. Трудовая|9|83|367
Россия|ст. Ахтубинск|бул. Гастелло|4|16|368
Украина|с. Рубцовск|бул. Флотский|13|48|369
Украина|п. Нефтеюганск|алл. Сельская|9|24|370
Украина|к. Макушино|алл. Луговая|19|181|371
Украина|к. Двинской|ул. Бабушкина|16|145|371
Белорусь|д. Кизилюрт|бул. Полярный|6|142|371
Украина|г. Шерегеш|пер. Каштановый|4|144|372
Украина|ст. Горно-Алтайск|наб. Большая|4|100|372
Украина|п. Курумкан|пер. Нахимова|8|108|372
Белорусь|с. Малая Вишера|пр. Гаражный|8|81|373
Украина|клх Рубцовск|пер. Центральный|8|164|374
Украина|д. Биробиджан|алл. Сиреневая|13|24|374
Украина|клх Новочеркасск|алл. Лесозаводская|12|157|375
Украина|д. Кашира|наб. Партизанская|2|69|375
Белорусь|с. Кондопога|алл. Молодежная|6|116|375
Россия|ст. Тулпан|пр. Высоковольтный|17|141|376
Россия|п. Гаврилов-Ям|ул. Бабушкина|5|30|376
Украина|п. Ардон|пр. Клубный|17|41|377
Белорусь|п. Гремячинск (Перм.)|наб. Иванова|15|146|378
Украина|клх Черкесск|пр. Партизанский|16|135|379
Белорусь|ст. Тарко-Сале|алл. Тихая|9|156|380
Россия|с. Южно-Сахалинск|бул. Моховой|19|112|380
Белорусь|г. Уварово|наб. 50 лет Октября|1|54|381
Украина|д. Кострома|ул. Серафимовича|17|147|381
Украина|к. Киржач|наб. Гвардейская|1|23|382
Украина|клх Адлер|наб. Новгородская|18|48|382
Украина|п. Тобольск|пр. Вавилова|1|98|383
Белорусь|д. Бомнак|ш. Жданова|2|65|384
Украина|п. Находка|ул. Минская|2|9|384
Украина|с. Глазов|ул. Герцена|6|143|384
Белорусь|г. Норильск|пер. Иркутский|6|155|385
Украина|клх Ясный (Оренб.)|ш. Плеханова|8|46|385
Россия|ст. Кандалакша|пр. Смоленский|18|176|386
Россия|п. Луга|пер. Горького|2|195|386
Россия|п. Певек|бул. Энтузиастов|18|93|387
Белорусь|клх Торжок|бул. Заозерный|18|38|388
Белорусь|г. Бомнак|ш. 70 лет Октября|4|175|388
Украина|г. Бавлы|алл. Тупиковая|3|25|389
Россия|клх Кизилюрт|ул. Овражная|15|114|389
Украина|клх Ессентуки|ул. Черняховского|19|35|390
Украина|ст. Внуково (метеост.)|наб. Дачная|7|170|390
Белорусь|с. Адлер|ш. Народное|10|97|391
Россия|клх Якутск|наб. Волкова|16|199|391
Украина|ст. Ачхой Мартан|пер. Иркутский|8|195|392
Белорусь|п. Нарткала|ш. Минское|18|133|393
Украина|клх Усть-Джегута|ш. Маркса|6|128|393
Белорусь|д. Кашхатау|алл. Механическая|15|173|394
Украина|с. Калуга|наб. Урицкого|13|65|394
Украина|г. Алапаевск|пер. Каштановый|10|164|395
Украина|д. Хасан|пр. Астраханский|17|1|395
Украина|клх Шатура|наб. Республиканская|7|48|395
Белорусь|п. Орел|пр. Просвещения|5|139|396
Белорусь|с. Кудымкар|пер. Гастелло|12|130|396
Россия|клх Чебаркуль|наб. Загородная|14|99|397
Россия|ст. Рыльск|наб. Флотская|13|178|397
Украина|д. Токсово|пр. Волкова|17|189|398
Россия|клх Междуреченский|ул. Зои Космодемьянской|9|92|398
Украина|г. Верхнее Пенжино|пер. Коминтерна|5|68|399
Белорусь|ст. Дзержинск|ул. Мусы Джалиля|11|111|399
Белорусь|ст. Глазов|пер. Крупской|10|45|400
Белорусь|к. Усть-Камчатск|ш. Победа|1|64|400
Россия|ст. Новосибирск|алл. Малиновая|17|11|400
Украина|ст. Ведено|алл. Луначарского|18|90|401
Украина|с. Карабудахкент|наб. Кольцова|7|105|401
Украина|ст. Кыштым|наб. Славянская|6|160|402
Белорусь|ст. Курильск|ул. Путейская|5|125|403
Белорусь|с. Сибай|ул. Пугачева|11|28|403
Белорусь|клх Усть-Кут|алл. Болотная|4|96|404
Россия|к. Моршанск|ул. Пионерская|11|88|404
Россия|г. Майкоп|пр. Карла Маркса|9|52|405
Украина|к. Касимов|наб. Серафимовича|10|119|405
Украина|п. Омск|пер. Ольховый|3|155|406
Россия|д. Горячий Ключ|бул. Набережный|8|122|406
Белорусь|ст. Солнечногорск|ш. Бульварное|1|62|407
Белорусь|п. Сортавала|пер. Олега Кошевого|19|77|408
Россия|д. Нижнеудинск|наб. Средняя|8|6|408
Белорусь|клх Каменск-Уральский|алл. Шишкина|19|177|409
Украина|с. Славянск-на-Кубани|алл. Пушкинская|15|139|409
Россия|клх Карачаевск|ш. Родниковое|9|30|409
Россия|с. Таштагол|наб. Чехова|13|120|410
Украина|клх Середниково|пер. Индустриальный|13|46|410
Россия|с. Александров Гай|ул. Гражданская|18|33|410
Белорусь|ст. Сунтар|пер. Озерный|15|154|411
Украина|к. Туруханск|ш. Целинное|10|43|412
Белорусь|г. Комсомольск-на-Амуре|пер. Гагарина|7|165|413
Украина|клх Верхоянск|бул. Макарова|11|188|413
Россия|п. Гаврилов-Ям|бул. Коммунальный|7|177|414
Россия|д. Поронайск|наб. Свободная|11|85|414
Украина|п. Сарапул|наб. Циолковского|4|8|414
Россия|п. Диксон|пр. Победы|17|66|415
Украина|к. Тайшет|бул. Заовражный|8|111|415
Украина|с. Чикола|бул. 40 лет Победы|15|153|415
Россия|ст. Павловский Посад|наб. Тракторная|3|45|416
Украина|клх Новгород Великий|пер. Есенина|6|197|416
Белорусь|г. Раменское|ул. Урицкого|7|28|417
Белорусь|п. Дубна|наб. Мичурина|3|127|418
Белорусь|ст. Забайкальск|алл. Дальневосточная|5|43|419
Украина|с. Шамары|пр. Кубанский|9|65|419
Белорусь|г. Курганинск|ул. Журавлева|9|33|419
Украина|клх Печенга|пер. Радужный|10|29|420
Белорусь|г. Энгельс|пер. Спартака|16|78|420
Белорусь|д. Аргаяш|пр. Шишкина|15|10|421
Россия|г. Советский|пр. Короткий|16|37|421
Белорусь|ст. Валаам|пер. Новоселов|18|68|421
Белорусь|г. Чулым|бул. Плеханова|4|197|422
Россия|с. Смоленск|алл. Р.Люксембург|16|36|422
Россия|г. Красноуральск|ул. 60 лет СССР|2|189|423
Украина|ст. Щельяюр|ул. Проточная|15|23|423
Белорусь|д. Борзя|пер. Ручейный|10|47|424
Россия|к. Усть-Камчатск|алл. Цветочная|9|156|425
Россия|п. Меренга|пр. Мирный|13|73|425
Россия|п. Волхов|наб. Сельская|1|165|425
Россия|ст. Углегорск|пер. Заовражный|16|124|426
Россия|с. Онега|наб. Беляева|7|61|426
Украина|д. Чайковский|пер. Больничный|13|139|427
Украина|д. Гатчина|пер. Вавилова|2|129|427
Белорусь|п. Кинешма|бул. Труда|4|73|428
Украина|г. Териберка|бул. Чехова|18|90|428
Россия|клх Оленек|пр. 50 лет Октября|14|23|428
Россия|ст. Александровск-Сахалинский|наб. Каштановая|18|61|429
Украина|клх Светлогорск (Калин.)|бул. Свободы|10|152|429
Белорусь|клх Алагир|алл. Московская|8|109|430
Россия|г. Лабытнанги|ш. Мельничное|5|194|431
Белорусь|ст. Нижнеудинск|ул. Сурикова|10|57|431
Россия|д. Калач|алл. Томская|10|195|431
Россия|с. Новосибирск|ул. Казанская|15|78|432
Украина|ст. Тимашевск|ш. Марта 8|4|138|433
Украина|п. Уссурийск|бул. Энергетический|10|46|434
Белорусь|ст. Южно-Курильск|пр. Больничный|19|152|435
Белорусь|г. Воркута|пр. Урожайный|16|132|436
Россия|к. Усть-Кулом|бул. Смирнова|4|118|437
Белорусь|к. Чегем|пр. Пожарского|4|55|437
Россия|с. Мценск|ш. Сплавное|6|91|437
Белорусь|ст. Миллерово|пр. Виноградный|10|43|438
Россия|с. Буйнакск|ул. Ульяновская|3|163|439
Украина|п. Кизел|пр. Тракторный|19|138|439
Россия|п. Вуктыл|пр. Молодежный|4|112|440
Россия|п. Ведено|ш. Геологов|4|126|440
Украина|д. Нефтегорск (Самар.)|бул. Пожарского|16|54|441
Россия|д. Елец|пер. Ключевой|7|187|442
Украина|п. Красноселькуп|алл. Угловая|4|19|442
Белорусь|ст. Луховицы|пер. Алтайский|13|94|443
Украина|с. Ульяновск|алл. Почтовая|17|55|443
Россия|п. Охотск|алл. Челюскинцев|3|91|444
Россия|клх Инта|наб. Толбухина|9|42|444
Россия|п. Бирск|пер. Стадионный|19|46|444
Белорусь|г. Тихорецк|пр. Троицкий|18|185|445
Белорусь|ст. Хоста|наб. Угловая|19|85|446
Россия|к. Качканар|ул. Казачья|18|56|447
Украина|ст. Балтийск|наб. Шаумяна|17|194|447
Белорусь|клх Верхнее Пенжино|ш. Ореховое|17|169|448
Россия|г. Лесной (Сверд.)|наб. Загородная|1|157|449
Россия|д. Петрозаводск|пер. Декабристов|11|54|449
Россия|клх Троицко-Печорск|наб. Казанская|12|74|449
Россия|ст. Псков|ш. Транспортное|11|32|450
Россия|ст. Кижи|ул. Радужная|12|139|450
Белорусь|к. Середниково|бул. Краснознаменный|2|86|450
Белорусь|г. Крымск|наб. Калужская|11|195|451
Украина|клх Данков|ул. Шахтерская|16|192|452
Россия|к. Новороссийск|алл. Космодемьянской|16|188|453
Украина|ст. Усть-Катав|наб. Большая|4|198|453
Белорусь|клх Мичуринск|наб. Стадионная|4|103|453
Россия|ст. Владивосток|пер. Тельмана|11|165|454
Россия|д. Москва|бул. Путейский|14|134|455
Украина|ст. Северобайкальск|ш. Учительское|6|50|455
Украина|клх Буйнакск|пер. Калинина|12|53|455
Украина|г. Шелагонцы|алл. Элеваторная|1|150|456
Белорусь|д. Мичуринск|наб. Тракторная|8|191|457
Россия|к. Орел|наб. Привокзальная|8|119|457
Белорусь|к. Бузулук|пр. 9 мая|1|3|458
Белорусь|г. Луховицы|ш. Рябиновое|6|46|459
Россия|с. Валдай|бул. Кольцевой|15|149|459
Белорусь|п. Алагир|ул. Чкалова|10|142|459
Белорусь|с. Городовиковск|пр. Ростовский|18|116|460
Белорусь|г. Ершов|алл. Подлесная|2|43|460
Украина|клх Мыс Шмидта|пер. Крайний|19|139|460
Россия|клх Ковров|ш. Лесное|10|82|461
Россия|клх Тарко-Сале|наб. Угольная|11|109|461
Россия|клх Невельск|пр. Докучаева|9|164|461
Белорусь|к. Юровск|ул. Свободная|1|140|462
Белорусь|д. Беслан|пер. Смирнова|17|29|462
Россия|д. Камышлов|наб. Чкалова|10|6|463
Россия|г. Истра|пер. Ростовский|16|86|464
Украина|клх Кызыл|ш. Большевистское|10|135|464
Белорусь|ст. Борзя|алл. Шишкина|18|129|464
Украина|г. Жуковский|ул. Сахалинская|18|52|465
Белорусь|с. Елабуга|пр. Автомобилистов|2|7|466
Белорусь|клх Яшалта|пер. Осенний|2|70|466
Украина|ст. Белокуриха|пер. Маркса Карла|1|68|466
Белорусь|к. Талдом|пр. Глинки|4|51|467
Украина|к. Саянск|наб. Октябрьская|13|122|467
Россия|п. Москва, МГУ|пр. Ставропольский|4|135|467
Белорусь|п. Сеймчан|пр. Котовского|7|101|468
Белорусь|г. Печора|ул. Заводская|3|163|468
Россия|п. Малая Вишера|ш. Радищева|16|132|469
Украина|с. Черусти|наб. Родниковая|4|41|469
Украина|г. Кедровый|наб. Маяковского|16|77|470
Украина|к. Буденновск|ул. Камская|1|101|470
Белорусь|п. Ершов|пр. Димитрова|15|49|470
Украина|д. Петухово|наб. Пушкинская|19|2|471
Россия|к. Моршанск|пр. Черняховского|18|110|471
Украина|г. Тарко-Сале|пр. Калужский|1|82|471
Украина|к. Добрянка|бул. ДОС|2|166|472
Россия|п. Нижний Тагил|ул. Химиков|13|12|472
Украина|ст. Артем|ш. Виноградное|4|138|473
Россия|г. Обнинск|ул. Энергетиков|11|45|473
Украина|ст. Сергиев Посад|бул. Придорожный|4|147|473
Украина|с. Волгоград|ул. Ватутина|10|130|474
Россия|к. Мурманск|бул. Новосельский|2|148|474
Украина|с. Прохладный|наб. Трактовая|4|92|474
Россия|ст. Химки|ш. Победа|19|36|475
Белорусь|п. Троицк (Челяб.)|бул. 70 лет Октября|13|79|475
Россия|г. Заводоуковск|алл. Рябиновая|3|63|475
Украина|п. Ямбург|наб. Кирова|6|107|476
Украина|клх Кировск (Ленин.)|бул. Прудный|12|153|476
Украина|с. Соловки|бул. Спартака|11|138|476
Украина|д. Мурманск|пер. Павлова|7|97|477
Белорусь|к. Кырен|бул. Краснодарский|10|27|478
Украина|г. Ачхой Мартан|бул. Юбилейный|3|121|478
Украина|д. Медногорск|ул. Волгоградская|2|30|479
Россия|п. Бодайбо|пр. Путейский|3|10|479
Россия|ст. Чермоз|ш. Новоселов|6|30|479
Россия|к. Березники|бул. 9 мая|14|62|480
Белорусь|клх Лагань|ул. Красногвардейская|17|149|480
Белорусь|к. Палана|ул. Лесхозная|17|70|481
Белорусь|г. Ноглики|наб. Покровская|9|121|481
Белорусь|клх Байкальск|ш. Строителей|16|102|482
Россия|с. Миллерово|алл. Щербакова|15|72|483
Россия|ст. Бугуруслан|бул. Королева|10|75|483
Белорусь|клх Белорецк|наб. Шаумяна|8|155|484
Украина|д. Шилка|алл. Высотная|18|90|484
Россия|с. Гремячинск (Перм.)|пр. Слободской|16|37|484
Россия|п. Дно|бул. К.Маркса|1|198|485
Белорусь|с. Елатьма|ул. Краснофлотская|14|125|486
Россия|д. Нурлат|ш. Фабричное|2|104|487
Белорусь|к. Двинской|алл. Рыбацкая|8|112|488
Россия|г. Батайск|бул. Ульяновский|5|67|488
Украина|к. Зеленоград|пр. Володарского|9|77|488
Россия|г. Улан-Удэ|ул. Папанина|3|21|489
Украина|к. Елабуга|бул. Леваневского|9|169|489
Россия|г. Аргаяш|ул. Фабричная|18|91|490
Белорусь|п. Кырен|ул. Окружная|18|99|490
Россия|клх Горно-Алтайск|наб. Южная|6|3|491
Белорусь|с. Люберцы|алл. Карьерная|1|81|491
Белорусь|г. Хужир|пр. Хвойный|12|104|491
Белорусь|с. Югорск|пр. Вавилова|8|3|492
Россия|к. Оленегорск (Якут.)|пр. Энгельса|10|85|493
Украина|ст. Яшалта|пр. Звездный|2|172|493
Белорусь|д. Новороссийка|пр. Ручейный|13|40|493
Украина|п. Шатки|пр. Ленинградский|2|176|494
Белорусь|к. Киржач|алл. Лазо|12|34|494
Украина|д. Быково (метеост.)|наб. ДОС|5|59|494
Украина|к. Вытегра|ул. Медицинская|9|179|495
Россия|к. Владимир|наб. Шахтерская|12|132|495
Украина|п. Белгород|пер. Рабочий|4|48|496
Россия|д. Яшкуль|бул. Амурский|1|190|496
Белорусь|п. Астрахань|бул. 9 Января|12|149|496
Белорусь|д. Мурманск|алл. Кузнечная|16|45|497
Россия|ст. Агата|алл. Серова|15|121|497
